"EIR","gamma_llin","r_clin","v_max","alpha","beta","rho1","rho2","d_s","d_l","sample"
0.0434938656229669,1.05606638881087,1.26238975680852,0.942576381266605,0.554037282191692,282.400694757201,0.714483848409516,0.507293223645617,42.6305670932419,467.184912264093,41
0.0635094252573256,0.762514941610879,1.19018943907365,0.868102103867621,1.37397541583203,1022.42234400973,0.70617710492897,0.557051435523161,42.8181754119039,547.282834027245,42
0.0543389428901023,0.945575934581212,1.19554497782276,0.824676797410422,1.43217292162074,397.22066282809,0.690019347385629,0.503933870460181,41.5724087798041,538.487577091823,43
0.0426480632946263,0.923892422874184,1.38028380608591,0.955611250852605,0.4977116709359,368.823987607626,0.686074779973948,0.522586500752772,43.745113471256,470.058497359501,44
0.0687971648864696,0.853802313975708,1.07637906956418,0.84017226420686,1.5115734374962,951.065096988093,0.706204577104529,0.534889863900572,44.3508558612194,506.150785667807,45
0.0716546868434553,0.917413394037963,0.986395645605765,0.809187564613762,1.54043529417129,498.868569428357,0.67672993518771,0.535496585959269,43.238724518872,526.329147588135,46
0.085889694876502,0.753569300248179,0.968883767604939,0.760910644415005,1.46471481461396,214.155015555757,0.661737354216562,0.524014640435798,46.0872650252427,487.800916278603,47
0.05085277544346,0.958825082601361,1.23801458601174,0.813464506572087,1.15789680095539,287.797247231208,0.707106916731646,0.505111629291563,44.9877099035726,527.632174358363,48
0.0680863695255283,0.969681104629801,1.07274183217722,0.785794356134698,2.24184732302218,71.3225718682547,0.69209016333679,0.474745640996436,48.480361803499,554.066314627355,49
0.092272160485097,0.720068001196262,1.03616754086929,0.848216442294703,2.02709135510755,1407.7466644906,0.690061125935905,0.519846406804717,42.821512130776,584.943324704793,50
